,pokemon_nome,pokemon_altura,pokemon_peso,pokemon_cor_pokedex,pokemon_evolucao,pokemon_tipo,Dano
384.0,Rayquaza,23'007.0 m,455.3 lbs.206.5 kg,Green,[],"['Dragon', 'Flying']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*4', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
383.0,Groudon,11'063.5 m,2094.4 lbs.950.0 kg,Red,[],['Ground'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
382.0,Kyogre,14'094.5 m,776.0 lbs.352.0 kg,Blue,[],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
381.0,Latios,,,,[],"['Dragon', 'Psychic']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*2', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*2'}"
380.0,Latias,,,,[],"['Dragon', 'Psychic']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*2', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*2'}"
379.0,Registeel,6'031.9 m,451.9 lbs.205.0 kg,Gray,[],['Steel'],"{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
378.0,Regice,5'111.8 m,385.8 lbs.175.0 kg,Blue,[],['Ice'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
377.0,Regirock,5'071.7 m,507.1 lbs.230.0 kg,Brown,[],['Rock'],"{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
376.0,Metagross,5'031.6 m,1212.5 lbs.550.0 kg,Blue,[],"['Steel', 'Psychic']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.25', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*0.5', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*0.5'}"
375.0,Metang,3'111.2 m,446.4 lbs.202.5 kg,Blue,['Metagross'],"['Steel', 'Psychic']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.25', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*0.5', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*0.5'}"
374.0,Beldum,2'000.6 m,209.9 lbs.95.2 kg,Blue,"['Metang', 'Metagross']","['Steel', 'Psychic']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.25', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*0.5', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*0.5'}"
372.0,Shelgon,3'071.1 m,243.6 lbs.110.5 kg,White,['Salamence'],['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
373.0,Salamence,4'111.5 m,226.2 lbs.102.6 kg,Blue,[],"['Dragon', 'Flying']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*4', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
371.0,Bagon,2'000.6 m,92.8 lbs.42.1 kg,Blue,"['Shelgon', 'Salamence']",['Dragon'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
369.0,Relicanth,3'031.0 m,51.6 lbs.23.4 kg,Gray,[],"['Water', 'Rock']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*2', 'Grass': '*4', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
364.0,Sealeo,3'071.1 m,193.1 lbs.87.6 kg,Blue,['Walrein'],"['Ice', 'Water']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.25', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
365.0,Walrein,4'071.4 m,332.0 lbs.150.6 kg,Blue,[],"['Ice', 'Water']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.25', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
363.0,Spheal,2'070.8 m,87.1 lbs.39.5 kg,Blue,"['Sealeo', 'Walrein']","['Ice', 'Water']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.25', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
362.0,Glalie,4'111.5 m,565.5 lbs.256.5 kg,Gray,[],['Ice'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
361.0,Snorunt,2'040.7 m,37.0 lbs.16.8 kg,Gray,['Glalie'],['Ice'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
360.0,Wynaut,2'000.6 m,30.9 lbs.14.0 kg,Blue,['Wobbuffet'],['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
359.0,Absol,3'111.2 m,103.6 lbs.47.0 kg,White,[],['Dark'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
356.0,Dusclops,5'031.6 m,67.5 lbs.30.6 kg,Black,['Dusknoir'],['Ghost'],"{'Normal': '*0', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
355.0,Duskull,2'070.8 m,33.1 lbs.15.0 kg,Black,"['Dusclops', 'Dusknoir']",['Ghost'],"{'Normal': '*0', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
350.0,Milotic,20'046.2 m,357.1 lbs.162.0 kg,Pink,[],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
348.0,Armaldo,4'111.5 m,150.4 lbs.68.2 kg,Gray,[],"['Rock', 'Bug']","{'Normal': '*0.5', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
349.0,Feebas,2'000.6 m,16.3 lbs.7.4 kg,Brown,['Milotic'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
347.0,Anorith,2'040.7 m,27.6 lbs.12.5 kg,Gray,['Armaldo'],"['Rock', 'Bug']","{'Normal': '*0.5', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
346.0,Cradily,4'111.5 m,133.2 lbs.60.4 kg,Green,[],"['Rock', 'Grass']","{'Normal': '*0.5', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
345.0,Lileep,3'031.0 m,52.5 lbs.23.8 kg,Purple,['Cradily'],"['Rock', 'Grass']","{'Normal': '*0.5', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
343.0,Baltoy,,,,['Claydol'],"['Ground', 'Psychic']","{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
340.0,Whiscash,2'110.9 m,52.0 lbs.23.6 kg,Blue,[],"['Water', 'Ground']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*1', 'Electric': '*0', 'Grass': '*4', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
341.0,Corphish,2'000.6 m,25.4 lbs.11.5 kg,Red,['Crawdaunt'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
338.0,Solrock,,,,[],"['Rock', 'Psychic']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*2', 'Fairy': '*1'}"
339.0,Barboach,1'040.4 m,4.2 lbs.1.9 kg,Gray,['Whiscash'],"['Water', 'Ground']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*1', 'Electric': '*0', 'Grass': '*4', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
344.0,Claydol,,,,[],"['Ground', 'Psychic']","{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
342.0,Crawdaunt,3'071.1 m,72.3 lbs.32.8 kg,Red,[],"['Water', 'Dark']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*0.5', 'Fairy': '*2'}"
337.0,Lunatone,,,,[],"['Rock', 'Psychic']","{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*2', 'Fairy': '*1'}"
334.0,Altaria,3'071.1 m,45.4 lbs.20.6 kg,Blue,[],"['Dragon', 'Flying']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*1', 'Grass': '*0.25', 'Ice': '*4', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
333.0,Swablu,1'040.4 m,2.6 lbs.1.2 kg,Blue,['Altaria'],"['Normal', 'Flying']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
330.0,Flygon,,,,[],"['Ground', 'Dragon']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*1', 'Electric': '*0', 'Grass': '*1', 'Ice': '*4', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
329.0,Vibrava,,,,['Flygon'],"['Ground', 'Dragon']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*1', 'Electric': '*0', 'Grass': '*1', 'Ice': '*4', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
328.0,Trapinch,2'040.7 m,33.1 lbs.15.0 kg,Brown,"['Vibrava', 'Flygon']",['Ground'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
324.0,Torkoal,1'080.5 m,177.3 lbs.80.4 kg,Brown,[],['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
321.0,Wailord,47'0714.5 m,877.4 lbs.398.0 kg,Blue,[],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
320.0,Wailmer,6'072.0 m,286.6 lbs.130.0 kg,Blue,['Wailord'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
319.0,Sharpedo,5'111.8 m,195.8 lbs.88.8 kg,Blue,[],"['Water', 'Dark']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*0.5', 'Fairy': '*2'}"
318.0,Carvanha,2'070.8 m,45.9 lbs.20.8 kg,Red,['Sharpedo'],"['Water', 'Dark']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*0.5', 'Fairy': '*2'}"
315.0,Roselia,1'000.3 m,4.4 lbs.2.0 kg,Green,['Roserade'],"['Grass', 'Poison']","{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
310.0,Manectric,4'111.5 m,88.6 lbs.40.2 kg,Yellow,[],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
309.0,Electrike,2'000.6 m,33.5 lbs.15.2 kg,Green,['Manectric'],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
306.0,Aggron,6'112.1 m,793.7 lbs.360.0 kg,Gray,[],"['Steel', 'Rock']","{'Normal': '*0.25', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*4', 'Poison': '*0', 'Ground': '*4', 'Flying': '*0.25', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
305.0,Lairon,2'110.9 m,264.6 lbs.120.0 kg,Gray,['Aggron'],"['Steel', 'Rock']","{'Normal': '*0.25', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*4', 'Poison': '*0', 'Ground': '*4', 'Flying': '*0.25', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
304.0,Aron,1'040.4 m,132.3 lbs.60.0 kg,Gray,"['Lairon', 'Aggron']","['Steel', 'Rock']","{'Normal': '*0.25', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*4', 'Poison': '*0', 'Ground': '*4', 'Flying': '*0.25', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
303.0,Mawile,2'000.6 m,25.4 lbs.11.5 kg,Black,[],"['Steel', 'Fairy']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.25', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*0.5'}"
298.0,Azurill,0'080.2 m,4.4 lbs.2.0 kg,Blue,"['Marill', 'Azumarill']","['Normal', 'Fairy']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*2', 'Fairy': '*1'}"
302.0,Sableye,1'080.5 m,24.3 lbs.11.0 kg,Purple,[],"['Dark', 'Ghost']","{'Normal': '*0', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
